date,StartPoint,Gyeonggi,Chungcheong,Jeolla,Gyeongsang,Gangwon
20141020,전라,3074.0,4288.0,110831.0,10863.0,552.0
20141020,충청,86213.0,141547.0,4042.0,4379.0,5753.0
20141021,강원,36683.0,4769.0,462.0,1007.0,64256.0
20141021,경기,544438.0,83198.0,2811.0,6246.0,38102.0
20141021,경상,6443.0,4377.0,10740.0,337281.0,974.0
20141021,전라,2610.0,3663.0,110251.0,10128.0,503.0
20141021,충청,80777.0,137132.0,3959.0,4661.0,5280.0
20141022,강원,45021.0,5478.0,493.0,1090.0,72782.0
20141022,경기,612427.0,93563.0,2924.0,6557.0,45523.0
20141022,경상,6666.0,4544.0,11228.0,342402.0,1082.0
20141022,전라,2669.0,4021.0,117638.0,10593.0,534.0
20141022,충청,89627.0,154390.0,4410.0,4938.0,6101.0
20141023,강원,48404.0,5799.0,535.0,1176.0,79972.0
20141023,경기,615866.0,96175.0,3094.0,6717.0,48764.0
20141023,경상,7200.0,5041.0,12245.0,365474.0,1208.0
20141023,전라,2870.0,4267.0,125850.0,11676.0,516.0
20141023,충청,95242.0,161214.0,4509.0,5369.0,6185.0
20141024,강원,53576.0,6627.0,677.0,1304.0,88530.0
20141024,경기,629597.0,106354.0,4286.0,7903.0,61842.0
20141024,경상,8806.0,6046.0,14896.0,388605.0,1454.0
20141024,전라,3544.0,5153.0,138958.0,13729.0,659.0
20141024,충청,106583.0,170953.0,5851.0,6540.0,7911.0
20141025,강원,61046.0,6280.0,609.0,1255.0,108729.0
20141025,경기,556115.0,114103.0,5776.0,8017.0,75808.0
20141025,경상,7547.0,5736.0,19801.0,388066.0,1497.0
20141025,전라,3568.0,6047.0,168901.0,17031.0,747.0
20141025,충청,106382.0,165962.0,7209.0,6444.0,8305.0
20141026,강원,65080.0,6640.0,649.0,1393.0,103234.0
20141026,경기,451354.0,91935.0,3396.0,5722.0,51756.0
20141026,경상,7552.0,6335.0,18556.0,363603.0,1375.0
20141026,전라,5119.0,6937.0,165459.0,19725.0,505.0
20141026,충청,99128.0,142191.0,5388.0,4690.0,5938.0
20141027,강원,49115.0,5838.0,482.0,950.0,76945.0
20141027,경기,599399.0,104059.0,3134.0,6337.0,48057.0
20141027,경상,6648.0,4810.0,13059.0,370182.0,1015.0
